player_id,Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,league,saison
234a703c,404,Ernest Nuamah,GHA,"MF,FW",Lyon,20.0,2003.0,23,13,1052,11.7,3,1,4,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,Matches,ligue1,2024-2025
627c7a3d,405,Rabby Nzingoula,FRA,MF,Montpellier,18.0,2005.0,27,20,1689,18.8,1,0,1,1,0,0,11,0,0.05,0.0,0.05,0.05,0.05,Matches,ligue1,2024-2025
a4948e67,406,M'Bala Nzola,ANG,FW,Lens,27.0,1996.0,21,16,1460,16.2,6,1,7,6,0,0,3,1,0.37,0.06,0.43,0.37,0.43,Matches,ligue1,2024-2025
165787d9,407,Marwann Nzuzi,FRA,DF,Saint-Étienne,20.0,2004.0,2,2,125,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
25124a21,408,Hamzat Ojediran,NGA,MF,Lens,20.0,2003.0,17,1,416,4.6,1,0,1,1,0,0,5,0,0.22,0.0,0.22,0.22,0.22,Matches,ligue1,2024-2025
039f1983,409,Joseph Okumu,KEN,DF,Reims,27.0,1997.0,22,20,1695,18.8,1,0,1,1,0,0,5,1,0.05,0.0,0.05,0.05,0.05,Matches,ligue1,2024-2025
f3ec7e64,410,Kazeem Olaigbe,BEL,"MF,FW",Rennes,21.0,2003.0,10,3,299,3.3,0,2,2,0,0,0,0,0,0.0,0.6,0.6,0.0,0.6,Matches,ligue1,2024-2025
e14e818c,411,Ben Old,NZL,"MF,FW",Saint-Étienne,21.0,2002.0,13,4,528,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
4534a352,412,Warmed Omari,COM,DF,Lyon,24.0,2000.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
c284d6fb,413,Becir Omeragic,SUI,DF,Montpellier,22.0,2002.0,22,21,1799,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
c393a6c4,414,Andrew Omobamidele,IRL,DF,Strasbourg,22.0,2002.0,10,6,539,6.0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
ff4df82e,415,Ado Onaiwu,JPN,"MF,FW",Auxerre,28.0,1995.0,31,9,957,10.6,4,1,5,4,0,0,1,1,0.38,0.09,0.47,0.38,0.47,Matches,ligue1,2024-2025
914bb955,416,Christopher Operi,CIV,"MF,DF",Le Havre,27.0,1997.0,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.0,0.15,0.15,0.0,0.15,Matches,ligue1,2024-2025
c0347e9b,417,Fredrik Oppegard,NOR,"MF,DF",Auxerre,21.0,2002.0,9,2,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
cbfb7cd7,418,Victor Orakpo,NGA,FW,Nice,18.0,2006.0,4,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
60e53ba1,419,Ike Orazi,IRL,FW,Reims,17.0,2007.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
de17db90,420,Gift Orban,NGA,FW,Lyon,22.0,2002.0,3,2,186,2.1,2,0,2,2,0,0,1,0,0.97,0.0,0.97,0.97,0.97,Matches,ligue1,2024-2025
cd889153,421,Gabriel Osho,NGA,DF,Auxerre,25.0,1998.0,20,20,1654,18.4,1,0,1,1,0,0,1,1,0.05,0.0,0.05,0.05,0.05,Matches,ligue1,2024-2025
967bb460,422,Jibril Othman,TUN,FW,Saint-Étienne,20.0,2004.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
d028b5e5,423,Abdoul Ouattara,FRA,"MF,FW",Strasbourg,18.0,2005.0,17,3,471,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches,ligue1,2024-2025
6620c21a,424,Kassoum Ouattara,FRA,"MF,DF",Monaco,19.0,2004.0,12,5,391,4.3,0,1,1,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,Matches,ligue1,2024-2025
6b4436ba,425,Zinédine Ould Khaled,FRA,MF,Angers,24.0,2000.0,10,4,343,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
32c61db3,426,Beres Owusu,FRA,DF,Saint-Étienne,20.0,2003.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
e2781082,427,Elisha Owusu,GHA,MF,Auxerre,26.0,1997.0,28,28,2344,26.0,1,3,4,1,0,0,7,0,0.04,0.12,0.15,0.04,0.15,Matches,ligue1,2024-2025
ecbe2839,428,Willian Pacho,ECU,DF,Paris Saint-Germain,22.0,2001.0,28,23,2132,23.7,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,Matches,ligue1,2024-2025
779847d6,429,Nicolas Pallois,FRA,DF,Nantes,36.0,1987.0,26,23,2017,22.4,0,2,2,0,0,0,9,0,0.0,0.09,0.09,0.0,0.09,Matches,ligue1,2024-2025
b9f2c759,430,Nicolas Pays,FRA,"MF,FW",Montpellier,20.0,2003.0,9,4,447,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
ff1f24ca,431,Kévin Pedro,FRA,DF,Saint-Étienne,18.0,2006.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
b684a484,432,Jordan Pefok,USA,FW,Reims,28.0,1996.0,7,6,380,4.2,1,0,1,1,0,0,0,0,0.24,0.0,0.24,0.24,0.24,Matches,ligue1,2024-2025
97fb4608,433,Théo Pellenard,FRA,DF,Auxerre,30.0,1994.0,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
f8ce97ca,434,Timothee Pembele,FRA,"DF,MF",Le Havre,21.0,2002.0,20,12,1113,12.4,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,Matches,ligue1,2024-2025
58aae0a9,435,Faris Pemi Moumbagna,CMR,FW,Marseille,24.0,2000.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
57bc72ea,436,Óscar Perea,COL,MF,Strasbourg,18.0,2005.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
8846a40f,437,Mathias Pereira Lage,POR,"MF,FW",Brest,27.0,1996.0,29,18,1571,17.5,2,7,9,2,0,0,4,0,0.11,0.4,0.52,0.11,0.52,Matches,ligue1,2024-2025
5dbd461a,438,Lucas Perri,BRA,GK,Lyon,26.0,1997.0,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
10dd88f9,439,Gaëtan Perrin,FRA,MF,Auxerre,28.0,1996.0,34,31,2691,29.9,10,11,21,10,0,0,2,0,0.33,0.37,0.7,0.33,0.7,Matches,ligue1,2024-2025
1bfb331d,440,Prosper Peter,NGA,FW,Angers,16.0,2007.0,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
00638016,441,Léo Pétrot,FRA,DF,Saint-Étienne,27.0,1997.0,31,29,2634,29.3,0,3,3,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,Matches,ligue1,2024-2025
0cf321c8,442,Đorđe Petrović,SRB,GK,Strasbourg,24.0,1999.0,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
dafce747,443,Tom Pouilly,FRA,DF,Lens,21.0,2003.0,10,2,273,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
8794e251,444,Adrien Rabiot,FRA,MF,Marseille,29.0,1995.0,29,27,2485,27.6,9,4,13,9,0,0,4,0,0.33,0.14,0.47,0.33,0.47,Matches,ligue1,2024-2025
f63cda26,445,Gonçalo Ramos,POR,FW,Paris Saint-Germain,23.0,2001.0,22,12,1066,11.8,10,3,13,8,2,3,1,0,0.84,0.25,1.1,0.68,0.93,Matches,ligue1,2024-2025
79a793b7,446,Lilian Raolisoa,FRA,"DF,MF",Angers,24.0,2000.0,29,14,1318,14.6,0,3,3,0,0,0,1,2,0.0,0.2,0.2,0.0,0.2,Matches,ligue1,2024-2025
fb3236a7,447,Rayan Raveloson,MAD,"MF,DF",Auxerre,27.0,1997.0,13,7,724,8.0,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,Matches,ligue1,2024-2025
6b91b999,448,Guillaume Restes,FRA,GK,Toulouse,19.0,2005.0,29,29,2543,28.3,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,Matches,ligue1,2024-2025
102c9665,449,Alexsandro Ribeiro,BRA,DF,Lille,24.0,1999.0,30,30,2700,30.0,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,Matches,ligue1,2024-2025
fbe1cf6b,450,Alejandro Rodriguez,POR,FW,Lyon,16.0,2008.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
ed45c4a5,451,Valentin Rongier,FRA,"MF,DF",Marseille,29.0,1994.0,25,17,1562,17.4,3,1,4,3,0,0,5,0,0.17,0.06,0.23,0.17,0.23,Matches,ligue1,2024-2025
1a6b7ea4,452,Pablo Rosario,DOM,"MF,DF",Nice,27.0,1997.0,29,21,1775,19.7,3,1,4,2,1,1,6,1,0.15,0.05,0.2,0.1,0.15,Matches,ligue1,2024-2025
9b545925,453,Anthony Rouault,FRA,DF,Rennes,23.0,2001.0,11,11,972,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
8c12f884,454,Jonathan Rowe,ENG,"MF,FW",Marseille,21.0,2003.0,28,6,807,9.0,3,3,6,3,0,0,2,0,0.33,0.33,0.67,0.33,0.67,Matches,ligue1,2024-2025
c0c7ff58,455,Fabián Ruiz Peña,ESP,MF,Paris Saint-Germain,28.0,1996.0,30,21,1923,21.4,4,5,9,4,0,0,1,0,0.19,0.23,0.42,0.19,0.42,Matches,ligue1,2024-2025
625c144a,456,Gerónimo Rulli,ARG,GK,Marseille,32.0,1992.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
4535e4bb,457,Mathew Ryan,AUS,GK,Lens,32.0,1992.0,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
2e1b7c83,458,Emmanuel Sabbi,USA,"MF,FW",Le Havre,26.0,1997.0,15,7,653,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
6388e356,459,Falaye Sacko,MLI,DF,Montpellier,29.0,1995.0,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,Matches,ligue1,2024-2025
d97b252e,460,Matvei Safonov,RUS,GK,Paris Saint-Germain,25.0,1999.0,10,9,879,9.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
76d679c7,461,Modibo Sagnan,MLI,DF,Montpellier,25.0,1999.0,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.08,0.0,0.08,0.08,0.08,Matches,ligue1,2024-2025
6f9fa232,462,Osame Sahraoui,MAR,MF,Lille,23.0,2001.0,30,10,1293,14.4,3,3,6,3,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches,ligue1,2024-2025
90fcf472,463,Wesley Saïd,FRA,FW,Lens,29.0,1995.0,24,11,905,10.1,3,0,3,3,0,0,4,0,0.3,0.0,0.3,0.3,0.3,Matches,ligue1,2024-2025
93c942fb,464,Théo Sainte-Luce,FRA,DF,Montpellier,25.0,1998.0,16,11,1018,11.3,1,0,1,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09,Matches,ligue1,2024-2025
cad3fd4d,465,Ibrahim Salah,MAR,"MF,FW",Brest,22.0,2001.0,12,4,358,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5,Matches,ligue1,2024-2025
bc7cc472,466,Amine Salama,FRA,FW,Reims,24.0,2000.0,17,2,373,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
0b33f6ad,467,Mohammed Salisu,GHA,DF,Monaco,25.0,1999.0,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,Matches,ligue1,2024-2025
c3725db2,468,Yoann Salmier,GUF,DF,Le Havre,31.0,1992.0,13,9,797,8.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
fb14aa28,469,Mama Samba Baldé,GNB,"FW,MF",Lyon,28.0,1995.0,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
fb14aa28,470,Mama Samba Baldé,GNB,"FW,MF",Brest,28.0,1995.0,27,12,1149,12.8,2,3,5,2,0,0,4,0,0.16,0.23,0.39,0.16,0.39,Matches,ligue1,2024-2025
60d90c55,471,Brice Samba,FRA,GK,Rennes,30.0,1994.0,17,17,1529,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
60d90c55,472,Brice Samba,FRA,GK,Lens,30.0,1994.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
17bb562c,473,Arouna Sangante,SEN,DF,Le Havre,22.0,2002.0,16,16,1244,13.8,3,0,3,3,0,0,4,1,0.22,0.0,0.22,0.22,0.22,Matches,ligue1,2024-2025
3f465a66,474,Nhoa Sangui,FRA,"DF,MF",Reims,18.0,2006.0,26,10,1158,12.9,0,2,2,0,0,0,3,0,0.0,0.16,0.16,0.0,0.16,Matches,ligue1,2024-2025
6e7f1353,475,Morgan Sanson,FRA,MF,Nice,29.0,1994.0,6,3,235,2.6,3,0,3,3,0,0,0,0,1.15,0.0,1.15,1.15,1.15,Matches,ligue1,2024-2025
5e22e2a4,476,Baptiste Santamaria,FRA,MF,Nice,29.0,1995.0,13,11,927,10.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
5e22e2a4,477,Baptiste Santamaria,FRA,MF,Rennes,29.0,1995.0,10,5,482,5.4,0,1,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,Matches,ligue1,2024-2025
dd745366,478,Andrey Santos,BRA,MF,Strasbourg,20.0,2004.0,32,32,2855,31.7,10,3,13,10,0,0,8,0,0.32,0.09,0.41,0.32,0.41,Matches,ligue1,2024-2025
3eeebc87,479,Tiago Santos,POR,"DF,MF",Lille,22.0,2002.0,7,4,404,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
4315f30d,480,Malang Sarr,FRA,DF,Lens,25.0,1999.0,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
61f80c89,481,Mamadou Sarr,SEN,DF,Strasbourg,18.0,2005.0,27,27,2365,26.3,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,Matches,ligue1,2024-2025
86383d0e,482,Martin Satriano,URU,FW,Lens,23.0,2001.0,7,0,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
6bde367b,483,Téji Savanier,FRA,MF,Montpellier,32.0,1991.0,31,27,2363,26.3,2,5,7,0,2,2,4,1,0.08,0.19,0.27,0.0,0.19,Matches,ligue1,2024-2025
b9ae8560,484,Niklas Schmidt,GER,MF,Toulouse,26.0,1998.0,9,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.44,0.44,0.0,0.44,Matches,ligue1,2024-2025
0b6911e4,485,Jérémy Sebas,MTQ,MF,Strasbourg,21.0,2003.0,13,1,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
cea59f02,486,Alidu Seidu,GHA,DF,Rennes,24.0,2000.0,11,10,803,8.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
7304dd80,487,Hiroki Sekine,JPN,DF,Reims,21.0,2002.0,15,9,887,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
1d383c10,488,Marvin Senaya,TOG,DF,Strasbourg,23.0,2001.0,10,1,227,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
4c5b714f,489,Djibril Sidibé,FRA,DF,Toulouse,32.0,1992.0,28,24,2101,23.3,0,3,3,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,Matches,ligue1,2024-2025
92ffb8f9,490,Vincent Sierro,SUI,MF,Toulouse,28.0,1995.0,29,27,2402,26.7,5,1,6,3,2,2,4,0,0.19,0.04,0.22,0.11,0.15,Matches,ligue1,2024-2025
30af8b93,491,Caio Henrique Oliveira Silva,BRA,DF,Monaco,27.0,1997.0,27,21,1929,21.4,0,6,6,0,0,0,3,0,0.0,0.28,0.28,0.0,0.28,Matches,ligue1,2024-2025
fdbde523,492,Abdallah Sima,SEN,"FW,MF",Brest,23.0,2001.0,27,14,1238,13.8,7,2,9,7,0,0,2,0,0.51,0.15,0.65,0.51,0.65,Matches,ligue1,2024-2025
5f3eaaf5,493,Moses Simon,NGA,"FW,MF",Nantes,29.0,1995.0,32,31,2609,29.0,8,10,18,4,4,4,2,0,0.28,0.34,0.62,0.14,0.48,Matches,ligue1,2024-2025
5e5249c8,494,Lassine Sinayoko,MLI,"FW,MF",Auxerre,24.0,1999.0,34,25,2299,25.5,5,8,13,4,1,1,5,0,0.2,0.31,0.51,0.16,0.47,Matches,ligue1,2024-2025
8b609c34,495,Wilfried Singo,CIV,DF,Monaco,23.0,2000.0,27,23,2096,23.3,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,Matches,ligue1,2024-2025
6fd76804,496,Ayanda Sishuba,BEL,MF,Rennes,19.0,2005.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
a170541f,497,Ibrahim Sissoko,MLI,FW,Saint-Étienne,28.0,1995.0,20,8,819,9.1,3,1,4,2,1,1,1,0,0.33,0.11,0.44,0.22,0.33,Matches,ligue1,2024-2025
d349f13b,498,Niama Sissoko,MLI,FW,Reims,18.0,2005.0,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
b35a7399,499,Leo Skiri Østigård,NOR,DF,Rennes,24.0,1999.0,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,Matches,ligue1,2024-2025
30f5ffa9,500,Milan Škriniar,SVK,DF,Paris Saint-Germain,29.0,1995.0,5,4,382,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
d7547531,501,Naatan Skyttä,FIN,MF,Toulouse,22.0,2002.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
2ccd89a3,502,Eduard Sobol,UKR,"DF,MF",Strasbourg,29.0,1995.0,10,0,95,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
7a42d0df,503,Florian Sotoca,FRA,"FW,MF",Lens,33.0,1990.0,31,22,1794,19.9,1,1,2,1,0,0,2,1,0.05,0.05,0.1,0.05,0.1,Matches,ligue1,2024-2025
1d8aa290,504,Issa Soumaré,SEN,"MF,FW",Le Havre,23.0,2000.0,29,21,1902,21.1,5,4,9,5,0,0,0,0,0.24,0.19,0.43,0.24,0.43,Matches,ligue1,2024-2025
f6b94e8d,505,Saidou Sow,GUI,DF,Strasbourg,22.0,2002.0,12,11,1018,11.3,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,Matches,ligue1,2024-2025
f6b94e8d,506,Saidou Sow,GUI,DF,Nantes,22.0,2002.0,9,9,799,8.9,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,Matches,ligue1,2024-2025
a47d6f3a,507,Lucas Stassin,BEL,FW,Saint-Étienne,19.0,2004.0,28,23,1887,21.0,12,4,16,12,0,0,4,0,0.57,0.19,0.76,0.57,0.76,Matches,ligue1,2024-2025
c2e3ceb7,508,Enzo Sternal,FRA,FW,Marseille,17.0,2007.0,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
39b326ed,509,Gabriel Suazo,CHI,"MF,DF",Toulouse,26.0,1997.0,30,23,2163,24.0,0,6,6,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,Matches,ligue1,2024-2025
29c91632,510,Abakar Sylla,CIV,DF,Strasbourg,21.0,2002.0,21,10,950,10.6,1,0,1,1,0,0,2,1,0.09,0.0,0.09,0.09,0.09,Matches,ligue1,2024-2025
b99bec05,511,Issiaga Sylla,GUI,"DF,MF",Montpellier,30.0,1994.0,19,15,1156,12.8,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,Matches,ligue1,2024-2025
f15f8b2b,512,Musa Al-Taamari,JOR,"MF,FW",Montpellier,27.0,1997.0,15,12,1116,12.4,2,1,3,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24,Matches,ligue1,2024-2025
f15f8b2b,513,Musa Al-Taamari,JOR,"FW,MF",Rennes,27.0,1997.0,11,7,567,6.3,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,Matches,ligue1,2024-2025
f0661424,514,Nicolás Tagliafico,ARG,DF,Lyon,31.0,1992.0,24,22,1902,21.1,3,1,4,3,0,0,7,0,0.14,0.05,0.19,0.14,0.19,Matches,ligue1,2024-2025
75cde619,515,Axel Tapé,FRA,DF,Paris Saint-Germain,16.0,2007.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
ed39121c,516,Florian Tardieu,FRA,MF,Saint-Étienne,32.0,1992.0,24,13,1252,13.9,2,4,6,2,0,0,0,0,0.14,0.29,0.43,0.14,0.43,Matches,ligue1,2024-2025
abd56820,517,Oussama Targhalline,MAR,MF,Le Havre,22.0,2002.0,14,12,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
7f783431,518,Enzo Tchato,CMR,"DF,MF",Montpellier,21.0,2002.0,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
30670b0e,519,Arnau Tenas,ESP,GK,Paris Saint-Germain,23.0,2001.0,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,Matches,ligue1,2024-2025
ac277993,520,Tanner Tessmann,USA,MF,Lyon,22.0,2001.0,25,13,1234,13.7,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,Matches,ligue1,2024-2025
5c26ca51,521,Teddy Teuma,MLT,MF,Reims,30.0,1993.0,17,9,750,8.3,1,0,1,0,1,1,1,0,0.12,0.0,0.12,0.0,0.0,Matches,ligue1,2024-2025
82e9b1bb,522,Jordan Teze,NED,"DF,MF",Monaco,24.0,1999.0,16,8,569,6.3,1,0,1,1,0,0,2,1,0.16,0.0,0.16,0.16,0.16,Matches,ligue1,2024-2025
8725a42e,523,Sorba Thomas,WAL,"MF,DF",Nantes,24.0,1999.0,25,15,1321,14.7,1,3,4,1,0,0,3,0,0.07,0.2,0.27,0.07,0.27,Matches,ligue1,2024-2025
c76b7567,524,Adrien Thomasson,FRA,MF,Lens,30.0,1993.0,33,31,2615,29.1,3,7,10,3,0,0,7,0,0.1,0.24,0.34,0.1,0.34,Matches,ligue1,2024-2025
652d4c37,525,Corentin Tolisso,FRA,MF,Lyon,29.0,1994.0,32,27,2329,25.9,7,4,11,7,0,0,4,0,0.27,0.15,0.43,0.27,0.43,Matches,ligue1,2024-2025
ef7cd87a,526,Abdoulaye Touré,GUI,MF,Le Havre,30.0,1994.0,28,26,2324,25.8,10,1,11,2,8,9,5,0,0.39,0.04,0.43,0.08,0.12,Matches,ligue1,2024-2025
a4b798a9,527,Birama Touré,MLI,"MF,DF",Montpellier,32.0,1992.0,8,2,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
2a0f917e,528,Ousmane Toure,FRA,DF,Lille,19.0,2005.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
5d0e0a1f,529,Adrien Truffert,FRA,"MF,DF",Rennes,22.0,2001.0,33,31,2752,30.6,2,2,4,2,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches,ligue1,2024-2025
ee45fd85,530,Vanderson,BRA,DF,Monaco,23.0,2001.0,29,23,2064,22.9,1,3,4,1,0,0,6,1,0.04,0.13,0.17,0.04,0.17,Matches,ligue1,2024-2025
74fb9321,531,Robinio Vaz,FRA,FW,Marseille,17.0,2007.0,2,0,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
4a56052c,532,Jordan Veretout,FRA,MF,Lyon,31.0,1993.0,27,19,1553,17.3,2,0,2,2,0,0,3,0,0.12,0.0,0.12,0.12,0.12,Matches,ligue1,2024-2025
88fe0c2d,533,Ben Viadere,FRA,FW,Auxerre,18.0,2005.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
3b029691,534,Vitinha,POR,MF,Paris Saint-Germain,24.0,2000.0,29,20,2042,22.7,5,1,6,3,2,2,1,0,0.22,0.04,0.26,0.13,0.18,Matches,ligue1,2024-2025
c844f6f9,535,Ibrahima Wadji,SEN,FW,Saint-Étienne,29.0,1995.0,10,2,347,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ligue1,2024-2025
0d7b6576,536,Elye Wahi,FRA,FW,Marseille,21.0,2003.0,13,7,574,6.4,3,1,4,2,1,1,1,0,0.47,0.16,0.63,0.31,0.47,Matches,ligue1,2024-2025
64796fe0,537,Caleb Wiley,USA,"MF,DF",Strasbourg,19.0,2004.0,6,3,266,3.0,0,1,1,0,0,0,1,0,0.0,0.34,0.34,0.0,0.34,Matches,ligue1,2024-2025
